model,seed,round,train_loss,ihm_loss,los_loss,pheno_loss,elapsed_s,val_ihm_auroc,val_ihm_auprc,val_los_kappa,val_pheno_macro_auroc
ST-LOS,42,49,1.5791683652536657,1.1502711995830381,1.5791683652536657,0.7790358003562059,73.8,0.06349206349206349,0.016666666666666666,0.02696308666457925,0.5378530545638599
ST-LOS,42,50,1.598629804161506,1.1457029949358808,1.598629804161506,0.7752574590163502,73.8,0.09523809523809523,0.017241379310344827,0.02696308666457925,0.5021070608822032
ST-LOS,123,1,2.0745673809594254,0.7396953813428802,2.0745673809594254,0.669452473400085,74.1,0.2698412698412699,0.02127659574468085,0.0,0.5876415124189747
ST-LOS,123,2,1.963035593187906,0.6866881353099171,1.963035593187906,0.6753128805780798,74.0,0.2857142857142857,0.021739130434782608,0.06887929074789723,0.5275477327204662
ST-LOS,123,3,1.8160606942525723,0.6855437818581496,1.8160606942525723,0.6805755093814881,74.0,0.11111111111111116,0.017543859649122806,0.016646765470253566,0.4855730162791417
ST-LOS,123,4,1.8176821974234851,0.7332054488058013,1.8176821974234851,0.6825850998483053,74.0,0.12698412698412698,0.017857142857142856,0.016646765470253566,0.4826481420751123
ST-LOS,123,5,1.7439611122860172,0.8005500736275339,1.7439611122860172,0.687619091534033,73.9,0.09523809523809523,0.017241379310344827,0.016646765470253566,0.516556061152797
ST-LOS,123,6,1.6173596420908363,0.7204599690631153,1.6173596420908363,0.6801845760849433,73.8,0.09523809523809523,0.017241379310344827,0.02696308666457925,0.47699623299398514
ST-LOS,123,7,1.5965808174474452,0.704388783230045,1.5965808174474452,0.6795160474815989,73.7,0.1428571428571429,0.01818181818181818,0.02696308666457925,0.4995219309330109
ST-LOS,123,8,1.753218743859268,0.7199889973896306,1.753218743859268,0.7002572039278542,73.9,0.17460317460317465,0.018867924528301886,0.008447504791651905,0.4442737458121336
ST-LOS,123,9,1.9201416184262532,0.7973426536815923,1.9201416184262532,0.8177590035810703,73.9,0.25396825396825395,0.020833333333333332,0.012262156448202943,0.4245075025463961
ST-LOS,123,10,1.9205837734346467,0.8144482296656786,1.9205837734346467,0.7931347329442094,73.9,0.2857142857142857,0.021739130434782608,0.008447504791651905,0.49061226750595904
ST-LOS,123,11,1.7912766255014312,0.8333759632537036,1.7912766255014312,0.7886364576293201,73.9,0.09523809523809523,0.017241379310344827,0.02696308666457925,0.5215540600752129
ST-LOS,123,12,1.705106636373008,0.902898607215261,1.705106636373008,0.8533094985698296,73.9,0.07936507936507942,0.01694915254237288,0.008447504791651905,0.5041140599118871
ST-LOS,123,13,1.7090466739685555,0.9587802290916443,1.7090466739685555,0.8542114690067323,73.8,0.17460317460317465,0.018867924528301886,0.018543402311206658,0.46271290837374196
ST-LOS,123,14,1.749954054995281,0.8318123589686262,1.749954054995281,0.7624195169627181,73.8,0.04761904761904767,0.01639344262295082,0.02696308666457925,0.5307800035555204
ST-LOS,123,15,1.6486803196310027,0.7916468265579968,1.6486803196310027,0.7209742592602242,73.9,0.06349206349206349,0.016666666666666666,0.008447504791651905,0.52132796588196
ST-LOS,123,16,1.635085195060668,0.7982723213792816,1.635085195060668,0.7198755140227031,73.9,0.09523809523809523,0.017241379310344827,0.02696308666457925,0.5475261536235874
ST-LOS,123,17,1.6184066756954039,0.8274897303038496,1.6184066756954039,0.7251279993755061,73.8,0.06349206349206349,0.016666666666666666,0.02696308666457925,0.5362505782382636
ST-LOS,123,18,1.6046307348623507,0.8444419760044998,1.6046307348623507,0.7328261069165982,73.9,0.04761904761904767,0.01639344262295082,0.02696308666457925,0.5086736462845988
ST-LOS,123,19,1.6784458538381064,0.838269230311479,1.6784458538381064,0.7208962929927236,73.9,0.5873015873015873,0.037037037037037035,0.008447504791651905,0.48664429493560657
ST-LOS,123,20,1.639655729619468,0.7968789295452398,1.639655729619468,0.7363582510289138,73.9,0.12698412698412698,0.017857142857142856,0.02696308666457925,0.48749525409422145
ST-LOS,123,21,1.585254942498556,0.818044153170857,1.585254942498556,0.7453281671051087,78.4,0.11111111111111116,0.017543859649122806,0.02696308666457925,0.5277380408742637
ST-LOS,123,22,1.591226438196694,0.8256119770732352,1.591226438196694,0.7340859000275775,73.9,0.07936507936507942,0.01694915254237288,0.02696308666457925,0.4886724515193319
ST-LOS,123,23,1.615666335191184,0.8067605858895837,1.615666335191184,0.7213410177851111,73.9,0.04761904761904767,0.01639344262295082,0.02696308666457925,0.4946507784373006
ST-LOS,123,24,1.597792876445181,0.7989348221600541,1.597792876445181,0.7243875565567637,73.8,0.06349206349206349,0.016666666666666666,0.02696308666457925,0.5040340278720103
ST-LOS,123,25,1.57566152161699,0.8088276696398975,1.57566152161699,0.731379998408682,73.8,0.07936507936507942,0.01694915254237288,0.02696308666457925,0.47419705810317564
ST-LOS,123,26,1.578706922569895,0.8093686850090337,1.578706922569895,0.7223443321096219,73.9,0.06349206349206349,0.016666666666666666,0.02696308666457925,0.45583509178666226
ST-LOS,123,27,1.5742328893847581,0.8005143515462798,1.5742328893847581,0.7113284299044105,73.8,0.04761904761904767,0.01639344262295082,0.02696308666457925,0.5178458337366427
ST-LOS,123,28,1.5800066352859745,0.8169327945244022,1.5800066352859745,0.7085938909189488,73.8,0.06349206349206349,0.016666666666666666,0.02696308666457925,0.45682000816225615
ST-LOS,123,29,1.5686103531984779,0.822059688529348,1.5686103531984779,0.7110381523768107,73.8,0.11111111111111116,0.017543859649122806,0.02696308666457925,0.5119020426475568
