n_sites,seed,convergence_round,round,train_loss,ihm_loss,los_loss,pheno_loss,elapsed_s,val_ihm_auroc,val_ihm_auprc,val_los_kappa,val_pheno_macro_auroc
2,42,36,40,1.9492816508300905,0.3597204822108028,1.5895611706787978,0.7969689073601389,51.4,0.3015873015873016,0.022222222222222223,0.008447504791651905,nan
2,42,36,41,1.95800082179589,0.3583694134301286,1.5996314015814928,0.7921814356392961,51.6,0.33333333333333337,0.023255813953488372,0.02696308666457925,nan
2,42,36,42,1.9460622537426833,0.35916090375039633,1.5869013410273607,0.795797168723936,51.8,0.5714285714285714,0.03571428571428571,0.02696308666457925,nan
2,42,36,43,1.9812262891753902,0.3568813500365591,1.6243449362312876,0.7936633054803057,51.9,0.6031746031746033,0.038461538461538464,0.008447504791651905,nan
2,42,36,44,2.0348845797825637,0.35510678201671536,1.679777809274875,0.8158026584764806,51.9,0.38095238095238093,0.025,0.02696308666457925,nan
2,42,36,45,1.9547597198951534,0.361589151305881,1.5931705769484605,0.8096660055765291,51.7,0.6031746031746033,0.038461538461538464,0.02696308666457925,nan
2,42,36,46,1.9311111593634132,0.356660794436447,1.5744503668653287,0.8105926518517781,51.8,0.3650793650793651,0.024390243902439025,0.02696308666457925,nan
2,42,36,47,1.9228490784885437,0.35625601650738137,1.566593059679357,0.8127505580584208,51.9,0.5238095238095238,0.03225806451612903,0.02696308666457925,nan
2,42,36,48,1.9116652554612819,0.35514843270061464,1.5565168246990297,0.8055047722366767,51.6,0.33333333333333337,0.023255813953488372,0.02696308666457925,nan
2,42,36,49,1.9265008767445881,0.35482774093383695,1.571673138354852,0.8104384871033149,51.6,0.2222222222222222,0.02,0.02696308666457925,nan
2,42,36,50,1.9176757170902035,0.3533968783733321,1.5642788381111332,0.8131663392229778,51.6,0.5873015873015873,0.037037037037037035,0.02696308666457925,nan
2,123,50,1,2.482329351146047,0.41062116392744263,2.071708191701067,0.7275758346891016,51.6,0.5555555555555556,0.034482758620689655,0.008613503751041973,nan
